GID_nmbr,iso3,Country,Subnat,slope,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
1094012,ITA,Italy,Benevento,0,24386,24740,24926,24694,25216,25940,26256,26718,27189,27621,28649,28500,28603,28113,27911,27684,28034,28827,26898,25423,25711,25477,25297,25854,24017,24446,24031,24356,24680,24646,23140,25175,26179
1094013,ITA,Italy,Bergamo,0,45416,46076,46421,45990,46962,48310,48899,49758,50635,51441,53355,54283,54652,54295,54135,54456,55916,55495,52190,50047,49187,49099,46975,45532,45488,45689,46515,47351,48156,49295,44811,48752,50696
1094014,ITA,Italy,Biella,0,37746,38294,38581,38223,39031,40151,40640,41355,42084,42753,44344,44702,43077,42062,40199,41101,42906,43066,43521,39100,40324,41022,38409,37421,37235,38020,38129,38775,39698,39178,35364,38474,40008
1094015,ITA,Italy,Bologna,0,50891,51630,52017,51534,52623,54133,54793,55757,56739,57641,59786,59003,58588,57797,57773,57984,60048,59564,57645,54233,57301,58986,56382,55768,55948,56594,57079,58347,58997,59994,54782,59600,61976
1094016,ITA,Italy,Bolzano-Bozen,0,52402,53163,53561,53064,54186,55740,56420,57412,58424,59353,61561,61420,60019,60042,61741,61101,62632,63279,63092,61201,62663,63464,64632,64085,63742,64152,64378,65827,67272,68663,62559,68061,70774
1094017,ITA,Italy,Brescia,0,45644,46307,46654,46220,47198,48552,49144,50008,50889,51698,53622,55482,55631,54876,54706,53188,53759,54548,52808,47167,47567,48704,46799,45493,45545,45943,47050,48258,49043,49888,45370,49360,51328
1094018,ITA,Italy,Brindisi,0,22881,23213,23387,23170,23660,24338,24635,25068,25510,25916,26880,26488,26838,27517,27296,27167,28549,27956,25664,24685,25767,26724,26763,25475,25471,26395,25460,25962,26614,26474,25115,27323,28413
1094019,ITA,Italy,Caltanissetta,0,23443,23784,23962,23739,24241,24937,25241,25685,26137,26553,27541,26728,26365,26352,26830,27500,27321,27671,28601,25633,25593,24937,23826,23889,22382,22051,21675,21696,21632,22463,22132,24078,25038
1094020,ITA,Italy,Campobasso,0,28764,29182,29401,29128,29744,30597,30970,31515,32070,32580,33792,34407,34133,33609,34008,33994,36069,37158,35297,33859,33630,33101,32196,29614,28610,29046,29194,29836,30324,31483,29240,31812,33080
1094021,ITA,Italy,Caserta,0,22457,22783,22954,22741,23221,23888,24179,24604,25038,25436,26382,27320,28062,28031,28452,28693,29173,29319,26790,25799,24813,24367,24286,23507,23385,23424,23812,23997,23930,24760,23460,25524,26541
1094022,ITA,Italy,Catania,0,24817,25178,25366,25131,25662,26398,26720,27190,27669,28109,29155,29489,29527,29793,29479,30294,30320,30181,30484,28920,28621,28049,27564,26575,26127,25616,25785,26132,26419,27491,25073,27278,28366
1094023,ITA,Italy,Catanzaro,0,21469,21780,21944,21740,22200,22837,23115,23521,23936,24316,25221,27049,26613,26472,27857,27687,28345,28069,29246,28787,29360,30555,29964,28697,28551,27429,28520,28980,28549,28844,26829,29188,30352
1094024,ITA,Italy,Chieti,0,33288,33771,34025,33708,34421,35409,35841,36471,37113,37703,39106,37996,37514,36539,33902,36016,37948,37156,38135,35047,36593,38404,36871,36074,35606,36279,36226,37564,36969,37554,34221,37230,38715
1094025,ITA,Italy,Como,0,42363,42978,43300,42898,43805,45062,45611,46413,47231,47982,49768,50791,49892,48389,47025,47658,47707,49056,45450,41756,43471,44001,40938,39765,40708,40455,40510,41578,41319,41445,37167,40435,42047
1094026,ITA,Italy,Cosenza,0,21749,22065,22230,22024,22489,23135,23417,23828,24248,24634,25551,25386,24950,25165,25275,25539,26302,26928,26018,24932,24252,24239,23390,22612,21830,22104,22463,22615,22284,22715,21118,22975,23891
1094027,ITA,Italy,Cremona,0,45341,46000,46345,45914,46885,48230,48818,49676,50552,51356,53267,50335,49954,49243,48785,48673,48989,49983,47967,42418,43968,43679,42603,43619,42348,42237,43417,45711,45843,46469,43945,47810,49716
1094028,ITA,Italy,Crotone,0,21999,22318,22486,22277,22748,23400,23686,24102,24527,24917,25844,26700,27412,27902,28528,29485,29523,29272,29543,27300,27869,27417,25900,25019,24067,23806,23893,25041,25393,25296,23003,25026,26024
1094029,ITA,Italy,Cuneo,0,38602,39162,39456,39089,39916,41061,41562,42292,43038,43722,45349,46475,47566,49241,50721,51430,51131,51741,50100,45818,47182,46889,44799,44506,44237,44588,45358,46480,46400,47501,44615,48539,50474
1094030,ITA,Italy,Enna,0,19728,20015,20165,19978,20400,20985,21241,21615,21996,22345,23177,23589,23946,23977,24955,25039,24995,26856,25118,24719,24494,23196,22782,22132,22811,21884,21841,22121,22402,22811,21835,23756,24703
1094031,ITA,Italy,Fermo,0,34398,34898,35160,34833,35569,36590,37036,37687,38351,38961,40411,41311,42563,42758,43327,41971,41447,42520,39652,37780,37396,36713,36330,35578,35055,34880,35706,35922,35457,35772,30945,33666,35008
1094032,ITA,Italy,Ferrara,0,35930,36451,36725,36383,37153,38219,38685,39365,40059,40695,42210,42827,42665,42803,43750,42621,41898,44104,43258,38248,37524,38543,37403,37148,36834,37617,38270,39017,38909,38295,35060,38144,39664
1094033,ITA,Italy,Florence,0,48787,49495,49867,49403,50448,51895,52528,53451,54394,55258,57315,58170,57123,56695,56443,56188,57599,57692,57651,54910,54849,55256,54336,52508,52905,52823,53471,53811,55087,60780,48425,52683,54784
1094034,ITA,Italy,Foggia,0,22631,22959,23132,22917,23401,24073,24366,24795,25232,25633,26587,26260,26739,26038,26954,27350,27547,27391,26296,25769,25722,25506,25820,25694,24988,25313,25546,25557,26082,26528,24219,26349,27400
1094035,ITA,Italy,Forl�-Cesena,0,40179,40763,41068,40687,41547,42739,43260,44021,44797,45509,47202,45528,45747,46229,47287,46619,48273,49415,46841,45133,46487,46759,45158,44498,44504,45352,45786,46491,46953,47212,43971,47838,49746
1094036,ITA,Italy,Frosinone,0,28570,28985,29202,28931,29543,30390,30761,31302,31853,32360,33564,35786,36315,36003,36970,36755,36604,36943,34351,33155,33322,34201,32319,30706,30322,30746,31218,32202,32363,33462,29924,32556,33854
1094037,ITA,Italy,Genoa,0,40832,41425,41736,41348,42223,43434,43964,44736,45525,46249,47970,50073,49353,49947,50534,50606,51323,52616,53391,50905,50798,50045,48660,47025,48032,48745,49550,50687,50482,52151,45279,49261,51226
1094038,ITA,Italy,Gorizia,0,35327,35840,36109,35774,36530,37578,38036,38705,39387,40013,41502,41812,41470,40438,40693,42280,42220,41562,39127,36812,40966,40946,37717,37777,37758,37995,39259,39547,40235,41753,35970,39133,40693
1094039,ITA,Italy,Grosseto,0,27368,27766,27974,27714,28300,29112,29467,29985,30513,30998,32152,33380,36506,38008,39438,38579,40779,40436,39341,37762,38769,37113,35745,34953,34203,34808,35050,35316,35246,35252,33461,36403,37855
1094040,ITA,Italy,Imperia,0,32341,32811,33057,32750,33442,34402,34821,35434,36058,36631,37994,39167,38973,39776,39639,38699,40038,44020,42483,34734,33230,37008,35651,34682,34174,33884,34173,34108,34429,35164,32122,34947,36340
1094041,ITA,Italy,Isernia,0,26739,27127,27331,27077,27649,28443,28789,29295,29812,30286,31413,32646,32530,32508,33333,34324,34519,33678,33449,32326,32281,32386,29490,27660,28158,28473,28193,28783,29043,29211,27538,29960,31154
1094042,ITA,Italy,L'Aquila,0,29355,29781,30004,29726,30354,31225,31606,32161,32728,33248,34486,35982,35310,34315,34627,36055,37192,39419,37342,33999,36225,38056,38862,36941,35982,35654,35244,35896,35877,36991,34155,37159,38641
1094043,ITA,Italy,La Spezia,0,38537,39097,39390,39024,39849,40992,41492,42221,42966,43649,45273,44897,43975,43043,43545,45273,43305,43477,43066,40643,42372,44627,43874,42977,42431,42484,42864,43140,43431,43999,41672,45337,47145
1094044,ITA,Italy,Latina,0,29938,30372,30600,30316,30957,31845,32233,32800,33378,33909,35170,36385,38232,39416,40903,41350,40261,39680,36910,34793,35109,34143,33508,32030,31246,31274,31422,31700,32517,33152,31458,34224,35589
1094045,ITA,Italy,Lecce,0,20622,20922,21078,20883,21324,21936,22204,22594,22992,23358,24227,25832,26020,26426,26335,26600,26959,26619,24954,24301,24284,24186,24009,23111,23089,23542,23257,23605,24210,24834,23079,25109,26110
1094046,ITA,Italy,Lecco,0,44285,44928,45265,44844,45792,47106,47681,48519,49374,50159,52025,51321,51350,50887,50941,50739,49942,50755,47894,43182,43429,43813,42731,42624,42253,42847,43201,44402,44968,45631,41852,45533,47348
1094047,ITA,Italy,Livorno,0,31805,32267,32509,32207,32887,33831,34244,34846,35460,36024,37364,37483,38039,38535,39303,38858,40343,38616,40872,39629,40442,40698,39266,37796,37784,38270,38437,38247,38206,38344,35298,38402,39933
1094048,ITA,Italy,Lodi,0,38087,38640,38930,38568,39384,40514,41008,41729,42464,43139,44745,45583,45381,44404,43823,46125,49109,47507,41625,41275,42287,39771,38616,38405,38387,36667,38243,38292,38069,39963,36830,40069,41667
1094049,ITA,Italy,Lucca,0,32736,33211,33460,33149,33850,34821,35246,35865,36498,37078,38458,38935,39467,39611,40075,40340,40991,43683,42564,41948,42824,42348,40869,39261,39323,39162,39686,40462,40776,41417,38475,41858,43527
1094050,ITA,Italy,Macerata,0,32817,33294,33543,33232,33934,34908,35334,35955,36588,37170,38553,39412,39674,38724,39234,40890,42735,41503,38625,37464,37685,38065,36554,35733,36127,35487,35982,37796,38353,38470,35170,38263,39789
1094051,ITA,Italy,Mantua,0,41861,42469,42788,42390,43286,44528,45071,45864,46672,47414,49178,48855,48516,47770,46975,45981,46011,46682,45835,42483,43929,45060,43411,42600,42857,43367,43970,45811,46191,45784,42529,46270,48114
1094052,ITA,Italy,Massa-Carrara,0,27347,27744,27952,27692,28278,29089,29444,29961,30490,30974,32127,33795,34216,34840,34771,35988,36596,36620,33808,35386,34266,34702,34781,33913,34803,34156,34590,35600,35823,36115,33524,36472,37926
1094053,ITA,Italy,Matera,0,26502,26887,27089,26837,27404,28191,28534,29036,29548,30018,31135,32452,31754,31310,32629,32092,32899,33713,32003,29920,27464,27960,26683,26334,25823,26313,26200,26369,27373,27996,26883,29248,30414
1094054,ITA,Italy,Messina,0,24797,25157,25346,25110,25641,26377,26698,27168,27647,28086,29131,30392,29742,29283,28959,30129,30182,30358,28464,26967,26426,27438,26799,26157,26026,25371,25581,25960,26144,26559,24974,27171,28254
1094055,ITA,Italy,Milan,0,60614,61495,61956,61380,62678,64476,65263,66410,67580,68655,71209,73318,74489,74866,74892,75716,75286,76588,82220,78192,82195,82106,78705,75075,74820,75653,77426,78354,79406,78993,73941,80444,83651
1094056,ITA,Italy,Modena,0,48571,49277,49646,49185,50225,51666,52296,53215,54153,55014,57061,57204,56033,54295,53681,54080,56068,58709,58543,52802,52983,52508,51639,51544,52518,52650,54755,56179,55479,54085,50015,54413,56583
1094057,ITA,Italy,Monza e della Brianza,0,38789,39353,39648,39280,40110,41261,41764,42498,43247,43935,45570,45572,45342,44858,45312,45651,45007,45571,47309,43763,45854,45465,43961,42996,42602,42852,43627,44129,44245,45001,42049,45747,47571
1094058,ITA,Italy,Naples,0,24998,25361,25551,25313,25849,26590,26915,27388,27870,28314,29367,30409,30598,30302,30512,30631,30799,30991,31456,30020,29573,28843,28136,26716,26593,26949,27344,27785,27919,28793,26106,28402,29534
1094059,ITA,Italy,Novara,0,40215,40799,41105,40723,41584,42777,43299,44060,44837,45550,47245,47203,47087,47215,47357,47402,48096,48281,44965,40775,42613,41693,40785,40029,39743,40796,41705,42487,43030,44337,40783,44369,46138
1094060,ITA,Italy,Padua,0,42467,43084,43407,43004,43913,45173,45724,46528,47348,48101,49890,49639,48847,49825,51057,50779,50347,50612,48938,45095,47376,49060,47416,46015,46160,46486,47687,48624,48853,49513,45580,49588,51566
1094061,ITA,Italy,Palermo,0,21911,22229,22396,22188,22657,23307,23591,24006,24429,24817,25741,28089,27948,27974,28363,29386,29928,29890,30814,29831,29702,28630,27779,26953,26158,26660,26401,26913,26979,27507,25666,27923,29036
1094062,ITA,Italy,Parma,0,47213,47899,48258,47810,48820,50221,50834,51727,52639,53476,55466,56914,56691,56353,56764,55825,56415,57443,56041,53682,55472,54889,54066,52333,52116,52325,52898,53919,54967,55285,51898,56462,58713
1094063,ITA,Italy,Pavia,0,37481,38025,38311,37955,38757,39869,40355,41065,41789,42453,44033,46188,46178,45584,45278,43095,43327,43594,39927,35843,36315,37387,35300,34542,35597,35508,34465,35421,35815,36371,33063,35971,37405
1094064,ITA,Italy,Perugia,0,37062,37600,37882,37530,38324,39423,39904,40606,41321,41978,43540,44100,43781,43539,43659,43683,44209,44144,43535,39584,39868,39846,38393,37176,36011,36700,36470,36922,37841,38421,35017,38096,39615
1094065,ITA,Italy,Pesaro e Urbino,0,32580,33053,33301,32992,33689,34656,35079,35695,36324,36902,38275,40704,41447,40352,40379,41311,42899,42420,41041,38849,39221,39562,37705,36511,36935,37502,38216,38399,39177,39894,36648,39871,41461
1094066,ITA,Italy,Pescara,0,33406,33891,34146,33828,34544,35535,35968,36600,37245,37838,39246,40553,40526,40670,40105,39909,39484,40430,40426,39240,38101,39139,38937,37424,36334,35861,35373,35907,36356,35728,32462,35317,36725
1094067,ITA,Italy,Piacenza,0,41692,42297,42615,42219,43111,44348,44889,45678,46483,47222,48980,50110,50728,50646,51101,50580,53393,55323,50884,45926,43527,46596,45580,44971,45407,45327,45475,46258,47470,48154,45513,49515,51489
1094068,ITA,Italy,Pisa,0,39539,40113,40414,40038,40885,42058,42571,43319,44083,44784,46450,47282,46011,45356,45400,46437,47121,48881,48343,45426,44952,46432,44523,43437,42828,43283,44089,45108,45977,46604,43151,46946,48818
1094069,ITA,Italy,Pistoia,0,31941,32405,32648,32344,33028,33976,34390,34995,35611,36178,37524,37999,39087,38997,40566,39611,38485,41052,38774,36378,37629,38753,38111,36163,36048,36248,36900,37531,37704,37612,34440,37468,38962
1094070,ITA,Italy,Pordenone,0,41226,41824,42138,41747,42629,43852,44387,45167,45963,46694,48432,49441,48538,46292,46727,47515,48418,47706,45312,40486,44153,45350,42832,42819,41721,43235,43546,43841,44686,45437,42366,46092,47930
1094071,ITA,Italy,Potenza,0,27871,28276,28488,28224,28820,29647,30009,30536,31075,31569,32743,32286,32620,31502,31236,31367,32930,33492,33270,30973,31653,32298,32151,33056,31249,34582,34161,34479,36137,35500,30993,33718,35063
1094072,ITA,Italy,Prato,0,44642,45290,45630,45206,46161,47486,48065,48910,49772,50563,52445,54125,53489,52559,51958,51114,51322,52715,49126,46836,44633,45260,43525,43196,42524,43471,44733,45985,46929,46979,40084,43610,45348
1094073,ITA,Italy,Ragusa,0,25843,26219,26415,26170,26723,27490,27825,28314,28813,29271,30361,29661,31172,32952,33979,32706,33440,31980,30096,30139,31038,30728,31286,26811,26228,25286,24974,25665,25967,26093,24374,26518,27575
1094074,ITA,Italy,Ravenna,0,38994,39560,39857,39487,40321,41478,41984,42722,43475,44166,45810,47612,48009,48389,49127,48898,49740,49390,49543,45428,45687,48574,45951,45300,45327,45285,45944,46056,46134,45856,42700,46456,48308
1094075,ITA,Italy,Reggio di Calabria,0,22950,23283,23458,23240,23731,24412,24710,25144,25587,25994,26962,27862,27779,27645,28362,29135,29049,28923,28655,27582,27362,26123,25551,24736,24362,24771,24236,24757,24951,25671,23748,25836,26866
1094076,ITA,Italy,Reggio nell'Emilia,0,48466,49170,49538,49078,50116,51554,52182,53100,54036,54895,56937,57446,56366,54876,54580,56037,56866,57168,57316,51463,50604,51371,48998,48201,47918,49259,50273,51637,51954,52782,48890,53189,55310
1094077,ITA,Italy,Rieti,0,27145,27539,27746,27488,28069,28875,29227,29740,30265,30746,31890,29975,31304,32472,34105,33855,34775,35125,32630,30720,30329,29503,29246,28124,27538,26554,26045,26676,27784,28663,28099,30570,31789
1094078,ITA,Italy,Rimini,0,34963,35470,35736,35404,36153,37190,37644,38305,38981,39600,41074,42361,42629,43342,44560,44947,46220,46720,46121,43275,42406,45363,43880,42151,41754,41306,42296,43056,43309,43976,38197,41556,43213
1094079,ITA,Italy,Rome,0,51271,52016,52406,51919,53017,54538,55203,56173,57163,58072,60233,62180,63041,62276,64023,64267,65058,65635,64122,61704,61419,61468,58357,54875,52676,52151,53947,54151,54671,55816,50519,54962,57153
1094080,ITA,Italy,Rovigo,0,33578,34065,34321,34002,34721,35717,36152,36788,37436,38032,39447,39566,40583,41569,42392,42033,41216,40887,37725,36480,38341,38624,36430,35771,36406,36377,36059,36467,37275,37654,35121,38210,39733
1094081,ITA,Italy,Salerno,0,24389,24743,24929,24697,25219,25943,26259,26721,27192,27624,28652,28277,28585,28222,27943,28233,29350,29788,28070,26944,26662,26929,27023,26284,25789,26287,26173,26551,26864,27407,25482,27723,28828
1094082,ITA,Italy,Sardinia,0,25596,25968,26163,25920,26468,27227,27559,28044,28538,28992,30070,30998,30682,31106,31742,31778,32422,32590,32696,31286,31283,31324,30888,29516,29102,29953,29472,29894,30229,31059,28313,30803,32031
1094083,ITA,Italy,Sardinia,0,25596,25968,26163,25920,26468,27227,27559,28044,28538,28992,30070,30998,30682,31106,31742,31778,32422,32590,32696,31286,31283,31324,30888,29516,29102,29953,29472,29894,30229,31059,28313,30803,32031
1094084,ITA,Italy,Sardinia,0,25596,25968,26163,25920,26468,27227,27559,28044,28538,28992,30070,30998,30682,31106,31742,31778,32422,32590,32696,31286,31283,31324,30888,29516,29102,29953,29472,29894,30229,31059,28313,30803,32031
1094085,ITA,Italy,Sardinia,0,25596,25968,26163,25920,26468,27227,27559,28044,28538,28992,30070,30998,30682,31106,31742,31778,32422,32590,32696,31286,31283,31324,30888,29516,29102,29953,29472,29894,30229,31059,28313,30803,32031
1094086,ITA,Italy,Sardinia,0,25596,25968,26163,25920,26468,27227,27559,28044,28538,28992,30070,30998,30682,31106,31742,31778,32422,32590,32696,31286,31283,31324,30888,29516,29102,29953,29472,29894,30229,31059,28313,30803,32031
1094087,ITA,Italy,Sardinia,0,25596,25968,26163,25920,26468,27227,27559,28044,28538,28992,30070,30998,30682,31106,31742,31778,32422,32590,32696,31286,31283,31324,30888,29516,29102,29953,29472,29894,30229,31059,28313,30803,32031
1094088,ITA,Italy,Sardinia,0,25596,25968,26163,25920,26468,27227,27559,28044,28538,28992,30070,30998,30682,31106,31742,31778,32422,32590,32696,31286,31283,31324,30888,29516,29102,29953,29472,29894,30229,31059,28313,30803,32031
1094089,ITA,Italy,Sardinia,0,25596,25968,26163,25920,26468,27227,27559,28044,28538,28992,30070,30998,30682,31106,31742,31778,32422,32590,32696,31286,31283,31324,30888,29516,29102,29953,29472,29894,30229,31059,28313,30803,32031
1094090,ITA,Italy,Savona,0,36648,37181,37459,37111,37896,38983,39459,40152,40860,41510,43054,45096,43798,44769,45027,46332,47408,48853,47273,44710,42902,43023,41164,40124,38586,38997,39169,40303,40173,39806,37327,40609,42229
1094091,ITA,Italy,Siena,0,40139,40722,41028,40647,41506,42697,43218,43977,44752,45464,47156,45356,45786,46252,45937,45668,46260,46645,45971,44150,44989,46078,45857,43990,44693,44542,45687,45370,45641,45301,41070,44682,46463
1094092,ITA,Italy,Siracusa,0,24452,24807,24993,24761,25284,26010,26327,26790,27262,27695,28726,27987,27661,27527,26966,28670,30600,29550,29661,28176,28539,28288,28381,27524,22167,26501,26765,27520,26272,26001,23768,25858,26889
1094093,ITA,Italy,Sondrio,0,35167,35678,35945,35611,36364,37408,37864,38529,39209,39832,41314,41850,43770,44813,45188,44411,44480,44987,43989,42819,45171,46231,44655,42708,43430,41943,42238,42036,42297,44245,39815,43317,45044
1094094,ITA,Italy,Taranto,0,23436,23776,23954,23732,24234,24929,25233,25676,26129,26545,27532,27036,26877,27553,28386,28632,28647,28494,28121,26374,27090,27843,27328,25088,25735,24748,25839,26360,26063,26377,25007,27206,28291
1094095,ITA,Italy,Teramo,0,31664,32124,32365,32064,32742,33681,34092,34691,35303,35864,37199,38667,37762,36823,36166,36293,36758,36447,36406,35766,36714,36337,34777,33412,33416,33294,33440,34073,34103,34428,31561,34337,35706
1094096,ITA,Italy,Terni,0,33370,33855,34109,33792,34506,35496,35929,36561,37205,37797,39203,40622,39421,39113,39572,38297,40474,41517,39672,37443,37958,36989,34596,33174,32090,32876,33023,34461,35183,34972,31392,34153,35515
1094097,ITA,Italy,Trapani,0,24039,24388,24571,24343,24857,25571,25883,26337,26802,27228,28241,28163,27954,27818,27646,27885,28547,28024,26930,24862,25405,24648,23961,23719,22627,22858,22842,22996,23287,23451,21774,23689,24634
1094098,ITA,Italy,Trento,0,49195,49909,50284,49816,50870,52329,52967,53898,54848,55721,57794,58569,57845,57365,57019,56656,57088,57964,56805,54566,55283,55487,54321,54571,53751,52984,53176,53780,54897,55873,51705,56252,58495
1094099,ITA,Italy,Treviso,0,42887,43509,43836,43428,44347,45619,46175,46987,47815,48575,50383,51331,50662,50275,50303,52184,52122,52953,52588,46499,46345,46774,44406,43389,44205,44458,45947,46530,47363,47832,44268,48161,50081
1094100,ITA,Italy,Trieste,0,36356,36884,37161,36815,37594,38672,39144,39832,40534,41179,42711,44769,44602,44988,45561,47009,47432,47693,48586,45645,47137,48058,47225,45259,46356,47254,47378,49522,50182,50763,47891,52103,54180
1094101,ITA,Italy,Turin,0,42454,43071,43394,42991,43900,45159,45710,46513,47333,48086,49875,49876,49476,48934,49045,49579,50254,50259,49881,45386,46970,47819,45066,44724,43742,44384,45403,46810,47805,47672,42997,46778,48643
1094102,ITA,Italy,Udine,0,41042,41638,41951,41561,42440,43657,44190,44967,45759,46487,48216,48680,48853,47323,47232,47667,49287,51301,48865,45718,45096,44742,42610,42851,42536,43302,43244,43780,44604,45682,41898,45582,47400
