GID_nmbr,iso3,Country,Subnat,slope,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
1188054,THA,Thailand,Samut Prakan,0,28397,28168,25752,25252,25693,27476,32357,30548,31137,36370,38031,39083,40169,39477,40162,43168,42429,47897,46410,41326,35333,26886,29925,26889,26263,26329,25586,25322,26639,26862,24925,25083,25529
1188055,THA,Thailand,Samut Sakhon,0,16221,18440,22060,23844,28565,28987,43681,43978,37890,34747,39040,39155,40998,45683,47808,49251,49930,52899,54633,53441,42987,29329,28677,27022,27761,27498,27259,27776,28323,28560,26501,26668,27142
1188056,THA,Thailand,Samut Songkhram,0,4201,4224,4530,4867,5442,5797,7053,6725,5985,5309,5690,5552,5398,5544,5820,6433,6674,6592,6625,6482,7275,7703,7459,7515,7984,8297,8509,10037,10376,10463,9708,9770,9943
1188057,THA,Thailand,Saraburi,0,12150,12812,12543,12785,14470,14965,15655,14814,13794,13453,13358,13751,15588,16778,18318,19466,19705,19710,20502,21218,21971,21508,22956,22395,22625,22840,24075,23128,23601,23798,22082,22222,22617
1188058,THA,Thailand,Satun,0,5439,4717,5876,6104,6491,7213,8699,8506,8608,8789,8548,7632,7981,7728,8352,8382,8568,8150,8084,7828,9216,10170,9814,8964,8887,8793,8810,8392,7811,7876,7308,7355,7485
1188059,THA,Thailand,Si Sa Ket,0,2071,2137,2237,2199,2327,2503,2722,2628,2478,2153,2152,2235,2297,2427,2472,2486,2602,2711,2683,2917,3711,4346,4747,5113,4672,4893,5076,5260,5374,5419,5028,5060,5150
1188060,THA,Thailand,Singburi,0,4142,4468,4755,4879,5361,5873,7391,7006,6862,6225,6566,6549,6853,7322,7656,7887,7959,8189,8512,8307,9667,10565,11799,11239,10251,9693,9828,10260,10601,10689,9919,9981,10159
1188061,THA,Thailand,Songkhla,0,5984,6624,7084,7632,8215,8903,10578,10180,9970,9226,9579,9194,9469,9827,10239,10561,10503,10011,9544,8897,10919,12452,12017,12133,11284,11510,11411,11108,11038,11130,10328,10393,10578
1188062,THA,Thailand,Sukhothai,0,3413,3395,3684,3620,3807,4085,4270,4003,3848,3547,3518,3630,3534,3965,4085,3974,4106,4406,4708,4585,4834,4821,6244,6274,5787,5574,5302,5551,5969,6019,5585,5620,5720
1188063,THA,Thailand,Suphan Buri,0,3993,4647,4927,5241,5515,5909,5924,5627,5448,5006,4957,4782,4895,5327,5451,5518,5732,5772,6231,6233,6832,7078,8148,7760,7352,7674,7275,7552,7791,7856,7290,7336,7466
1188064,THA,Thailand,Surat Thani,0,5819,6003,6268,6364,7387,8400,9412,8576,8103,7494,7163,7024,8070,8970,10122,10622,11627,11084,11327,10185,12543,14340,13810,13517,12278,12459,13035,13924,13251,13361,12398,12476,12698
1188065,THA,Thailand,Surin,0,2104,2143,2288,2296,2431,2590,2813,2748,2597,2316,2369,2339,2447,2576,2689,2626,2707,2944,2840,3285,3837,4207,4592,5108,4623,4862,4978,5072,5126,5169,4797,4827,4913
1188066,THA,Thailand,Tak,0,4131,5512,5422,5069,4907,4561,5079,4502,4193,4116,4184,4172,4089,4471,4865,4725,5314,5276,5117,5341,5608,5570,6198,6149,6533,6899,6937,6924,7195,7255,6732,6775,6895
1188067,THA,Thailand,Trang,0,4542,4662,4966,5097,5846,6739,7375,6709,6243,5601,5661,5465,6078,6936,7540,8006,8653,8225,8268,7317,9787,11864,9466,8687,8155,7653,8152,8366,7454,7516,6974,7018,7143
1188068,THA,Thailand,Trat,0,5644,5989,7793,8375,8951,9489,9698,9298,7905,8045,7295,6969,7103,7142,7333,7382,8017,7604,7888,7538,10609,13280,12125,10987,11227,11069,10794,12876,11721,11819,10967,11036,11233
1188069,THA,Thailand,Uthai Thani,0,3541,3720,3833,3589,4011,4396,4969,4620,4543,4246,4383,4071,4217,4526,4564,4568,4863,5398,5534,5740,6568,7075,8147,8204,7828,7178,7043,7529,7729,7793,7231,7277,7406
1188070,THA,Thailand,Uttaradit,0,3920,4034,4139,4055,4562,4692,5141,4843,4505,4593,3948,3785,4087,4363,4405,4675,5073,5025,5418,5457,5720,5671,6846,6855,6164,5700,5800,6544,6849,6906,6408,6449,6563
1188071,THA,Thailand,Yala,0,4813,4976,4897,4769,5308,6121,6502,6022,5538,4944,4997,4684,5150,5984,6414,6838,7319,7394,7490,6811,9069,10960,9083,7608,6940,6460,6865,6796,6671,6727,6242,6281,6393
1188072,THA,Thailand,Yasothon,0,2179,2260,2538,2426,2532,2819,2842,2790,2595,2358,2394,2371,2566,2640,2804,2678,2768,2971,2861,3043,3513,3812,4054,4565,4110,4089,4242,4252,4363,4400,4083,4108,4182
189,TJK,Tajikistan,NA,0,3991,3615,2521,2085,1617,1389,1134,1138,1191,1228,1313,1408,1528,1663,1800,1885,1980,2096,2219,2261,2360,2482,2610,2741,2858,2960,3091,3236,3405,3575,3652,3910,4137
932,TKL,Tokelau,NA,0,689,662,869,1000,1150,1299,1449,1599,1748,1898,2047,2197,2347,2496,2646,2796,2945,3095,3245,3394,3544,3693,3843,3993,4142,4292,4855,6004,6478,6817,6124,7042,7393
190,TKM,Turkmenistan,NA,0,7138,6628,5486,5423,4375,3970,4162,3635,3834,4397,4568,4699,4647,4738,4913,5478,5995,6565,7418,7748,8321,9379,10233,11072,11990,12540,13086,13704,14321,14993,14270,14697,14740
191,TLS,Timor-Leste,NA,0,2528,2474,2603,2712,2825,3012,2644,2425,2366,2304,2320,2655,2431,2335,2296,2308,2157,2320,2526,2723,2915,3020,3099,3129,3205,3237,3295,3143,3076,3740,4862,5039,3943
192,TON,Tonga,NA,0,3625,3847,3847,3982,4169,4465,4536,4570,4651,4793,4806,4957,5168,5256,5099,5074,5040,5033,5257,4974,5003,5332,5382,5419,5553,5645,6039,6257,6288,6344,6357,6143,6369
193,TTO,Trinidad and Tobago,NA,0,9861,10091,11029,10884,11208,11577,12350,13232,14259,15351,16348,16948,18193,20703,22224,23467,26416,27513,28284,26880,27594,27324,29146,29959,30900,30460,27992,26481,25865,25698,23393,23036,23296
194,TUN,Tunisia,NA,0,5660,5757,6079,6092,6171,6214,6561,6826,7065,7407,7674,7884,7909,8201,8629,8847,9226,9755,10074,10280,10478,10136,10429,10563,10767,10750,10751,10875,11047,11114,10040,10396,10569
1195001,TUR,Turkey,Adana,0,9164,9047,9321,9844,9206,9750,10285,10874,10951,10424,10973,10156,10627,11058,11940,12844,13378,14003,13814,13240,14335,15512,16262,17441,17774,18823,19540,20211,19889,20278,21289,23517,24584
1195002,TUR,Turkey,Adiyaman,0,5261,5194,5352,5652,5286,5598,5905,6243,6287,5984,6300,5831,6101,6349,6855,7446,7849,8218,8389,7795,8911,10023,10014,10720,11190,11753,11911,12377,12850,12566,12886,14234,14880
1195003,TUR,Turkey,Afyon,0,8316,8210,8459,8933,8355,8848,9334,9868,9938,9459,9958,9217,9644,10035,10836,11434,12085,12646,12648,12360,14044,14898,15075,15814,17079,18026,18790,20276,19728,19885,20349,22479,23499
1195004,TUR,Turkey,Agri,0,4260,4205,4333,4576,4279,4532,4781,5054,5090,4845,5100,4721,4940,5140,5550,5883,5692,5759,5486,5656,7018,7186,7516,7680,7528,8017,8958,8897,8878,9184,10047,11099,11603
1195005,TUR,Turkey,Aksaray,0,7421,7327,7549,7972,7456,7896,8329,8806,8868,8441,8886,8225,8606,8955,9670,10477,11063,11679,11590,11692,13188,14147,14866,16029,18185,18764,18820,19766,20286,20342,23207,25637,26800
1195006,TUR,Turkey,Amasya,0,8724,8613,8874,9372,8765,9282,9792,10352,10425,9923,10447,9669,10117,10527,11368,12421,12527,12728,13855,13747,14703,15688,16419,17075,17304,19152,19862,20303,19508,19695,20132,22240,23249
1195007,TUR,Turkey,Ankara,0,18876,18636,19200,20277,18963,20083,21185,22399,22556,21471,22603,20920,21890,22777,24595,26510,28096,29695,29616,27908,28902,31208,31825,35296,35382,36465,38247,38894,38223,39214,40744,45009,47051
1195008,TUR,Turkey,Antalya,0,16856,16641,17145,18106,16933,17933,18918,20001,20141,19172,20183,18681,19547,20338,21962,23087,24313,25229,24036,22749,24876,26960,27044,28426,29515,29896,26434,28788,32339,33433,24539,27108,28338
1195009,TUR,Turkey,Ardahan,0,6026,5950,6130,6473,6054,6411,6763,7151,7201,6855,7216,6679,6988,7271,7852,8640,9646,10084,9984,9421,12949,13492,13971,13567,14089,16469,17604,19988,19251,18894,21349,23584,24654
1195010,TUR,Turkey,Artvin,0,10657,10522,10840,11448,10707,11339,11961,12646,12735,12122,12761,11812,12359,12860,13886,15349,16836,18405,18653,17033,18047,19429,20979,22147,21445,21846,22187,24533,25939,27857,29821,32942,34437
1195011,TUR,Turkey,Aydin,0,10496,10363,10676,11275,10545,11167,11780,12455,12543,11939,12569,11633,12172,12665,13677,14035,15248,14815,14645,13752,14888,16267,16099,16882,17935,18827,19876,20466,20613,20807,20295,22419,23436
1195012,TUR,Turkey,Balikesir,0,11466,11320,11662,12316,11519,12198,12868,13605,13701,13042,13729,12707,13296,13835,14939,16237,16793,17433,17720,16982,18183,19239,19868,19726,20954,21808,22772,23790,24272,24383,25133,27764,29024
1195013,TUR,Turkey,Bartin,0,8412,8304,8556,9036,8450,8949,9441,9981,10051,9568,10072,9322,9754,10150,10960,11706,12156,12512,12293,11586,12521,13912,14907,16236,17179,17342,18015,19911,18947,17798,18592,20539,21471
1195014,TUR,Turkey,Batman,0,5987,5911,6089,6431,6014,6369,6719,7104,7154,6810,7169,6635,6943,7224,7801,8482,8941,9018,9149,8484,9718,10596,10909,11091,11185,11069,11728,12669,12939,13077,12588,13905,14536
1195015,TUR,Turkey,Bayburt,0,6782,6696,6898,7285,6813,7215,7612,8047,8104,7714,8121,7516,7865,8183,8837,9508,10233,11129,10606,10992,12344,12543,15065,15881,15969,17457,16653,16055,17891,18536,18449,20380,21304
1195016,TUR,Turkey,Bilecik,0,14256,14074,14500,15313,14322,15167,16000,16916,17035,16215,17070,15800,16532,17202,18575,21251,22884,24570,25406,23183,23451,26222,28669,29472,29785,30311,30932,31177,31947,31435,33983,37541,39244
1195017,TUR,Turkey,Bing�l,0,4949,4886,5034,5317,4972,5266,5555,5873,5914,5630,5926,5485,5740,5972,6449,7009,7102,7569,7773,7566,8964,10015,10380,11734,12091,12379,14239,14773,14588,15060,15833,17490,18284
1195018,TUR,Turkey,Bitlis,0,4469,4412,4545,4800,4489,4754,5015,5302,5340,5083,5351,4952,5182,5392,5822,6165,6632,7153,7106,6865,7749,9115,9494,10244,10894,11217,10959,11340,11439,12202,13095,14466,15122
1195019,TUR,Turkey,Bolu,0,15591,15392,15858,16747,15662,16587,17498,18500,18630,17733,18668,17279,18080,18812,20314,21655,22895,24017,24232,22339,23624,25831,26065,27233,29046,29102,28577,30178,30432,29985,31740,35063,36654
1195020,TUR,Turkey,Burdur,0,11583,11435,11781,12442,11636,12323,13000,13744,13841,13175,13869,12837,13432,13976,15092,16326,17096,17606,17786,17532,19124,19953,21188,22109,23626,24052,24018,24062,23523,23269,24389,26942,28165
1195021,TUR,Turkey,Bursa,0,15711,15511,15981,16877,15784,16715,17633,18643,18774,17871,18813,17413,18220,18958,20471,22172,23522,24338,23768,21320,22504,25380,25718,27453,28502,29791,30079,32380,33932,32513,31791,35119,36712
1195022,TUR,Turkey,Denizli,0,13054,12888,13278,14023,13114,13889,14651,15490,15599,14849,15632,14468,15138,15752,17009,16876,18100,18090,17594,15941,17457,19830,20215,21402,22661,22910,24115,25467,25917,25580,26064,28792,30099
1195023,TUR,Turkey,Diyarbakir,0,6639,6555,6753,7132,6670,7064,7452,7878,7934,7552,7950,7358,7699,8011,8651,8789,9261,9435,8973,8645,9527,10483,10992,12198,11905,12431,12534,13030,12708,13111,12937,14291,14939
1195024,TUR,Turkey,D�zce,0,11215,11072,11407,12047,11267,11932,12587,13308,13401,12756,13429,12429,13005,13532,14613,15462,17217,17901,18409,16362,17565,18951,19632,20051,22018,24263,23538,24283,23532,24088,25203,27841,29104
1195025,TUR,Turkey,Edirne,0,11497,11350,11694,12350,11550,12231,12903,13642,13738,13077,13766,12742,13332,13872,14980,16160,16396,17408,17983,17088,18677,19036,19729,19959,21649,22149,22307,23270,23525,24324,24307,26851,28069
1195026,TUR,Turkey,Elazig,0,7592,7495,7722,8155,7627,8077,8520,9008,9072,8635,9090,8414,8804,9160,9892,10903,11803,12361,12495,11948,12876,13991,14548,15624,15754,16368,16837,18651,17917,17755,20113,22219,23227
1195027,TUR,Turkey,Erzincan,0,10198,10069,10373,10955,10245,10850,11446,12101,12186,11600,12212,11303,11827,12306,13288,14109,15032,15959,16328,16084,18087,19545,21249,22619,22225,20965,22044,24471,24898,26040,29406,32485,33958
1195028,TUR,Turkey,Erzurum,0,7005,6916,7125,7525,7037,7453,7862,8312,8370,7968,8388,7763,8123,8452,9127,9653,10122,10605,10829,10722,12189,12612,13403,14259,14675,15629,16735,17653,16741,16601,17321,19134,20002
1195029,TUR,Turkey,Eskisehir,0,14208,14027,14452,15262,14273,15116,15946,16859,16978,16161,17013,15746,16476,17144,18512,20554,21858,22768,22409,21042,22335,24019,24834,27767,27487,28399,28629,30588,30987,30694,31349,34631,36202
1195030,TUR,Turkey,Gaziantep,0,8742,8631,8892,9391,8782,9301,9812,10373,10446,9944,10468,9689,10138,10548,11391,11795,12412,12461,11869,10791,11768,13306,14775,16576,17423,18855,18901,20151,20981,20672,22886,25282,26429
1195031,TUR,Turkey,Giresun,0,7326,7233,7452,7870,7360,7794,8222,8693,8754,8333,8772,8119,8496,8840,9546,11579,12187,11984,12681,11587,12293,13114,13901,14027,14547,18042,16042,17028,15686,17199,17919,19795,20693
1195032,TUR,Turkey,G�m�shane,0,8455,8347,8600,9082,8494,8995,9489,10033,10103,9617,10124,9370,9805,10202,11016,11750,12356,12947,13000,12597,14168,16438,17144,17624,17076,16592,16168,15317,16122,16007,18232,20141,21055
1195033,TUR,Turkey,Hakkari,0,5831,5757,5931,6264,5858,6204,6545,6919,6968,6633,6982,6463,6762,7036,7598,7729,8187,8545,8166,7815,8614,9244,9705,9700,10674,11001,11892,13940,15477,16609,17132,18926,19784
1195034,TUR,Turkey,Hatay,0,8306,8201,8449,8922,8345,8837,9322,9856,9925,9448,9946,9206,9632,10023,10823,11856,12175,12828,12878,11753,12341,13854,13835,15103,15854,16607,17412,18923,19356,17544,18221,20128,21042
1195035,TUR,Turkey,Igdir,0,5827,5752,5926,6259,5853,6199,6539,6914,6962,6627,6977,6457,6757,7030,7592,8170,8924,8896,9120,8900,10147,12031,12640,12775,13011,14403,13813,15910,16086,16734,17994,19878,20780
1195036,TUR,Turkey,Isparta,0,10511,10377,10691,11291,10560,11183,11797,12473,12560,11956,12586,11649,12189,12683,13696,14618,15230,15908,16152,15892,15863,17505,18758,19321,20417,20597,22434,22456,22675,22745,22791,25177,26319
1195037,TUR,Turkey,Istanbul,0,22182,21900,22563,23828,22284,23600,24896,26321,26506,25231,26561,24584,25723,26765,28902,30738,32282,33646,33293,31047,32187,35350,36973,40141,41726,43907,44692,47766,48301,47792,47138,52073,54435
1195038,TUR,Turkey,Izmir,0,15529,15331,15795,16681,15600,16521,17428,18426,18556,17663,18594,17210,18008,18737,20233,21522,22887,23393,23062,21310,22883,25379,26302,27775,28503,29461,30729,33086,34472,33352,33726,37257,38947
1195039,TUR,Turkey,I�el,0,10830,10692,11016,11634,10880,11522,12155,12851,12941,12319,12968,12003,12559,13068,14111,15169,15994,16666,16654,15491,16068,17447,18065,18642,19784,20779,21675,22759,23285,23886,25023,27643,28896
1195040,TUR,Turkey,Kahramanmaras,0,8117,8013,8256,8719,8154,8635,9110,9631,9699,9232,9719,8995,9412,9794,10576,11275,10636,11519,11662,11291,12459,12956,13029,14467,14639,16015,16421,17308,18031,18745,18952,20936,21885
1195041,TUR,Turkey,Karab�k,0,9510,9389,9673,10216,9554,10118,10674,11285,11364,10817,11388,10540,11028,11475,12391,13426,14822,15279,15532,14103,15393,18503,19383,20718,22668,20886,20718,23281,25035,21308,21597,23858,24940
1195042,TUR,Turkey,Karaman,0,12645,12484,12862,13583,12703,13453,14192,15004,15110,14383,15141,14014,14664,15258,16476,17690,16926,18774,18559,17536,16443,18447,21122,24152,23710,24567,24717,26124,25432,25940,26378,29140,30462
1195043,TUR,Turkey,Kars,0,5504,5434,5599,5913,5530,5856,6178,6532,6578,6261,6591,6101,6383,6642,7172,7562,8215,8446,8274,8242,9980,10817,11743,12262,11671,13412,14437,15034,14267,14426,15836,17494,18287
1195044,TUR,Turkey,Kastamonu,0,9897,9771,10067,10631,9943,10530,11108,11744,11827,11257,11851,10969,11477,11942,12896,13524,14087,14933,15063,14595,15891,17213,17630,17981,18784,19135,19695,20866,21029,21386,23305,25745,26913
1195045,TUR,Turkey,Kayseri,0,12104,11950,12312,13002,12160,12878,13585,14363,14464,13768,14494,13415,14037,14605,15772,17219,18130,18695,18330,16555,17548,19090,19750,21151,21765,22478,23128,24318,24124,24327,25723,28416,29705
1195046,TUR,Turkey,Kilis,0,6094,6017,6199,6547,6122,6484,6840,7232,7282,6932,7298,6754,7067,7354,7941,9438,9274,9641,8629,9142,10650,10291,10827,13078,12691,15684,15384,15860,15768,16046,17040,18824,19678
1195047,TUR,Turkey,Kirikkale,0,8673,8563,8822,9317,8713,9228,9734,10292,10364,9865,10385,9612,10058,10465,11301,12995,14038,14335,14882,14040,15221,17765,17825,19083,18921,21447,21555,24928,24574,21589,20929,23119,24168
1195048,TUR,Turkey,Kirklareli,0,14607,14421,14858,15691,14675,15541,16394,17333,17455,16615,17491,16189,16939,17626,19033,20634,21332,22324,22364,21392,22386,23565,24045,24883,26582,28126,28862,29428,30951,31552,32475,35875,37502
1195049,TUR,Turkey,Kirsehir,0,8347,8240,8490,8966,8385,8880,9368,9904,9974,9494,9994,9250,9679,10071,10875,12200,11885,12488,12324,12467,14394,15697,16129,16676,16882,17751,19105,19874,19248,18598,20452,22593,23618
1195050,TUR,Turkey,Kocaeli,0,21065,20797,21426,22628,21162,22411,23642,24996,25171,23960,25223,23346,24428,25417,27447,30260,33148,34648,34229,29792,31169,36149,36265,39530,40425,42138,41658,46331,49220,44773,46442,51304,53632
1195051,TUR,Turkey,Konya,0,9077,8961,9232,9750,9118,9657,10187,10770,10846,10324,10868,10059,10526,10952,11826,12685,13367,13928,13870,13579,14405,16310,17272,18631,19701,20625,20967,22160,22574,22522,23812,26304,27498
1195052,TUR,Turkey,K�tahya,0,9015,8901,9170,9684,9057,9592,10118,10698,10773,10254,10795,9992,10455,10878,11747,13083,13756,14753,15674,14726,15654,17044,17581,18358,19598,20044,20628,22470,22816,22913,23147,25570,26730
1195053,TUR,Turkey,Malatya,0,7259,7166,7383,7797,7292,7723,8147,8613,8674,8256,8692,8045,8418,8759,9458,11101,10533,10960,10783,10524,11388,12881,13154,14097,14420,15625,15611,16450,16492,16762,17417,19240,20113
1195054,TUR,Turkey,Manisa,0,11269,11126,11462,12105,11321,11989,12648,13372,13466,12818,13494,12489,13068,13598,14683,16995,17957,17775,18427,16732,18078,19723,20823,21716,22554,24050,25092,26494,27913,27306,29140,32190,33651
1195055,TUR,Turkey,Mardin,0,4999,4935,5085,5370,5022,5318,5610,5932,5973,5686,5986,5540,5797,6032,6513,6956,7521,7824,7605,7624,9414,10690,11016,12230,12782,13395,13462,15303,15769,15902,17030,18813,19666
1195056,TUR,Turkey,Mugla,0,14886,14697,15141,15990,14955,15837,16707,17664,17788,16932,17825,16498,17263,17962,19396,21152,22212,22536,21780,21263,22699,23993,24456,25391,26675,27301,26583,28219,30471,31077,27913,30835,32234
1195057,TUR,Turkey,Mus,0,5069,5004,5156,5445,5092,5393,5689,6014,6057,5765,6069,5617,5878,6116,6604,7155,7367,7619,7613,7638,9215,9842,10380,11291,11732,11271,11620,12007,12639,12773,13621,15047,15730
1195058,TUR,Turkey,Nevsehir,0,9975,9848,10146,10715,10021,10612,11195,11836,11919,11346,11944,11055,11567,12036,12997,12644,12877,13655,13524,13194,14673,16025,15547,16841,17778,18810,17845,17981,19106,20221,19173,21180,22141
1195059,TUR,Turkey,Nigde,0,8821,8709,8972,9475,8862,9385,9900,10467,10541,10033,10563,9776,10229,10644,11494,12015,11711,12598,12299,11938,13406,14641,14946,15141,16398,18250,17481,18684,18823,19761,19814,21888,22881
1195060,TUR,Turkey,Ordu,0,6464,6381,6575,6943,6493,6877,7254,7670,7724,7352,7740,7164,7496,7799,8422,10008,10387,10632,10498,9561,10641,11597,12056,12842,13492,17076,14913,16060,15666,16661,17078,18866,19722
1195061,TUR,Turkey,Osmaniye,0,6066,5989,6170,6516,6094,6453,6808,7198,7248,6899,7263,6723,7034,7319,7903,8648,8878,9695,9981,9363,11587,12800,13124,13591,13802,14231,15684,17117,17697,16454,17369,19187,20057
1195062,TUR,Turkey,Rize,0,10373,10241,10550,11142,10420,11035,11641,12308,12395,11798,12420,11496,12029,12516,13515,14618,15327,15975,15692,15265,16320,17586,18330,19207,20125,21160,21618,22478,22239,22451,22940,25342,26491
1195063,TUR,Turkey,Sakarya,0,11813,11662,12015,12689,11867,12567,13258,14017,14115,13436,14145,13092,13698,14253,15391,16625,18044,18583,18524,16986,17867,19235,20167,20854,22713,24865,25043,26910,27464,27485,27778,30687,32079
1195064,TUR,Turkey,Samsun,0,8581,8472,8728,9218,8621,9129,9631,10182,10254,9760,10275,9510,9951,10354,11181,12386,13385,13550,14097,13072,14268,15361,16235,16640,17459,18947,19043,19660,18794,19166,19938,22025,23024
1195065,TUR,Turkey,Sanliurfa,0,5661,5589,5758,6081,5687,6023,6353,6717,6764,6439,6778,6274,6565,6831,7376,7549,7654,7690,7360,7023,8213,8663,8627,9225,9281,9974,9900,10420,9896,9618,9837,10867,11360
1195066,TUR,Turkey,Siirt,0,5377,5308,5469,5776,5401,5720,6034,6380,6425,6116,6438,5959,6235,6488,7006,7755,8354,8528,8520,9142,10872,11088,11170,12040,12426,11986,12433,13021,13027,14698,14690,16228,16964
1195067,TUR,Turkey,Sinop,0,9509,9388,9672,10214,9552,10116,10672,11283,11362,10815,11386,10538,11027,11473,12389,12830,14019,14857,14727,13400,15428,16677,16460,17200,17648,18457,18777,18382,17161,17410,18113,20009,20917
1195068,TUR,Turkey,Sirnak,0,5882,5807,5983,6319,5909,6258,6602,6980,7029,6691,7044,6519,6821,7098,7664,7954,8403,8808,8573,8421,8838,9534,10313,11736,12389,12516,12217,14620,14625,15006,16006,17682,18484
1195069,TUR,Turkey,Sivas,0,7845,7745,7979,8427,7881,8346,8805,9309,9374,8923,9394,8694,9097,9466,10222,10934,11496,11803,12016,12152,13541,14858,15723,16858,17571,18559,19292,19648,19322,19293,19946,22034,23033
1195070,TUR,Turkey,Tekirdag,0,19880,19627,20221,21355,19972,21151,22312,23590,23756,22613,23805,22033,23054,23988,25904,26804,27338,28432,27363,24467,26427,29480,29609,31527,32920,34105,35333,38487,39603,39058,40676,44934,46973
1195071,TUR,Turkey,Tokat,0,6718,6633,6834,7217,6749,7148,7540,7972,8028,7642,8045,7446,7791,8107,8754,9407,9648,9969,10645,10426,11353,11958,12013,12461,12998,14039,14256,14698,14352,14806,15537,17163,17942
1195072,TUR,Turkey,Trabzon,0,9446,9326,9608,10147,9489,10050,10601,11209,11287,10744,11311,10469,10954,11398,12308,13510,14509,15005,15012,14155,15420,16658,17561,18008,19265,20543,20997,21148,20474,20550,20545,22696,23725
1195073,TUR,Turkey,Tunceli,0,10824,10686,11010,11627,10874,11516,12148,12844,12934,12312,12961,11996,12552,13060,14103,14766,14931,16010,15522,15577,18015,20587,18862,20771,20139,20437,22924,24704,24160,26315,28715,31721,33160
1195074,TUR,Turkey,Usak,0,9658,9535,9824,10374,9702,10275,10839,11460,11541,10985,11565,10704,11200,11654,12584,12859,13499,13783,14681,14022,16077,18194,18950,20077,21066,20990,22616,24299,23245,24078,25077,27702,28959
1195075,TUR,Turkey,Van,0,4185,4132,4257,4496,4205,4453,4697,4966,5001,4760,5012,4638,4853,5050,5453,5943,6264,6497,6502,6375,7056,7585,9771,8537,8473,8929,9849,10467,10132,10266,10523,11625,12152
1195076,TUR,Turkey,Yalova,0,13859,13682,14096,14887,13923,14744,15554,16445,16560,15763,16595,15359,16071,16722,18058,18776,21370,21993,21339,19866,19741,22858,22954,24858,26886,29012,29328,30275,31410,30427,32380,35770,37393
1195077,TUR,Turkey,Yozgat,0,7054,6965,7175,7578,7087,7505,7917,8371,8430,8024,8447,7818,8181,8512,9192,9853,9777,10509,10372,10369,12085,13220,13205,13605,15163,16084,16917,16475,16454,15790,17030,18813,19666
1195078,TUR,Turkey,Zonguldak,0,7728,7630,7861,8301,7764,8222,8673,9170,9234,8790,9254,8565,8962,9325,10069,11116,12162,12844,12642,11619,14095,16294,15155,16748,18418,18977,19246,21637,22405,20171,22039,24346,25450
1195079,TUR,Turkey,�anakkale,0,12698,12537,12916,13640,12757,13510,14252,15068,15174,14443,15205,14073,14725,15322,16545,17974,18357,19312,19193,18314,21005,22768,23007,24002,25041,25399,27086,28211,29174,29553,33332,36822,38492
1195080,TUR,Turkey,�ankiri,0,9760,9636,9928,10484,9805,10384,10954,11581,11663,11102,11687,10817,11318,11777,12717,13432,13058,13565,13931,13345,14378,15430,16504,17067,18134,19953,21046,20773,20029,20691,24400,26955,28178
1195081,TUR,Turkey,�orum,0,8298,8192,8440,8913,8336,8828,9313,9846,9915,9438,9936,9196,9622,10012,10812,11369,11385,11869,12680,12044,13438,14461,14461,15168,15600,16411,17436,17868,17198,17409,18413,20340,21263
196,TUV,Tuvalu,NA,0,2703,2749,2793,2892,3175,3008,2821,3097,3576,3518,3484,3490,3828,3639,3512,3307,3348,3545,3736,3457,3335,3512,3389,3515,3521,3896,4126,4236,4281,4832,4578,4604,4591
197,TWN,Taiwan,NA,0,15946,17109,18355,19426,20704,21864,23033,24183,24986,26470,27909,27360,28712,29814,31767,33358,35119,37391,37562,36823,40522,41897,42661,43612,45553,46106,47009,48501,49815,51310,53142,57062,61403
1198001,TZA,"Tanzania, United Republic of",Arusha,0,2018,1997,1948,1901,1848,1799,1787,1753,1713,1691,1658,1711,1783,1603,1822,2011,2032,2156,2260,2286,2411,2404,2580,2661,2755,2755,2848,2948,3018,3119,3084,3118,3161
1198002,TZA,"Tanzania, United Republic of",D'Salaam,0,4618,4508,4339,4175,4002,3869,3815,3715,3600,3520,3419,3419,3382,3312,3169,3227,3550,3681,3892,4294,4358,4540,3557,3655,3656,3590,3564,4222,4325,4418,4369,4416,4477
1198003,TZA,"Tanzania, United Republic of",Dodoma,0,872,864,845,826,804,811,835,850,863,886,905,955,1026,1020,998,1012,1032,1051,1098,1116,1215,1240,1364,1392,1453,1410,1477,1483,1512,1636,1618,1636,1658
1198004,TZA,"Tanzania, United Republic of",Iringa,0,1381,1378,1356,1335,1310,1314,1346,1364,1378,1408,1431,1525,1864,1931,1969,2104,2109,2212,2322,2315,2453,2606,2929,3049,3215,3376,3293,3259,3342,3773,3731,3771,3823
1198005,TZA,"Tanzania, United Republic of",Kagera,0,1035,1043,1036,1028,1017,992,987,971,950,940,924,924,924,1209,1132,1099,1208,1195,1224,1220,1231,1294,1279,1320,1362,1276,1442,1398,1346,1116,1103,1115,1131
1198006,TZA,"Tanzania, United Republic of",Kigoma,0,633,635,628,620,611,647,697,741,784,837,888,953,727,1102,1030,1014,1044,1291,1311,1301,1250,1346,1248,1295,1339,1367,1419,1356,1377,1412,1396,1411,1430
